group,section,label,path,type,value,notes
pages,pages.belong,Paragraphs 3,pages.belong.sections.midweek.paragraphs[2],html,"To join a community, visit <a href='/park-communities' class='underline decoration-[var(--eden)] underline-offset-4'>Park Communities</a> or <a href='/contact' class='underline decoration-[var(--eden)] underline-offset-4'>contact us</a>.",HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.belong,Heading,pages.belong.sections.youth.heading,string,Youth (Cornerstone),Plain text.
pages,pages.belong,Paragraphs 1,pages.belong.sections.youth.paragraphs[0],string,"Our youth group Cornerstone meets every Wednesday at church from 6:00-7:00pm. If you are at secondary school, we would love to see you there.",Plain text.
pages,pages.belong,Paragraphs 2,pages.belong.sections.youth.paragraphs[1],string,We also run a youth Bible study during selected Sunday gatherings for Years 7-10.,Plain text.
pages,pages.belong,Paragraphs 3,pages.belong.sections.youth.paragraphs[2],html,<a href='/park-youth' class='underline decoration-[var(--teal)] underline-offset-4'>Find out more about Park Youth</a>.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.belong,Title,pages.belong.title,string,Belong,Plain text.
pages,pages.contact,Alt,pages.contact.find_us.image.alt,string,St John's Park church building and grounds,Plain text.
pages,pages.contact,Src,pages.contact.find_us.image.src,path,/images/community-park-gathering-2.jpg,Use site-relative path starting with /.
pages,pages.contact,Href,pages.contact.find_us.maps_link.href,url,"https://maps.google.com/?q=Bernard+Street,+Sheffield,+S2+5PU","Use full URL (https://...), mailto:, or tel:."
pages,pages.contact,Label,pages.contact.find_us.maps_link.label,string,Open in Google Maps,Plain text.
pages,pages.contact,Paragraphs 1,pages.contact.find_us.paragraphs[0],string,"The address of the church is Bernard Street, Sheffield, S2 5PU.",Plain text.
pages,pages.contact,Paragraphs 2,pages.contact.find_us.paragraphs[1],html,General enquiries: <a href='mailto:StJohnsPark@outlook.com' class='underline decoration-[var(--eden)] underline-offset-4'>StJohnsPark@outlook.com</a>,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.contact,Heading,pages.contact.parking.heading,string,Parking,Plain text.
pages,pages.contact,Paragraphs 1,pages.contact.parking.paragraphs[0],string,We have a steep driveway to a car park just off Bernard Street with limited parking.,Plain text.
pages,pages.contact,Paragraphs 2,pages.contact.parking.paragraphs[1],string,"Overflow parking is available in the car park behind the flats at the top of the church grounds. From Bernard Street, turn onto Cricket Inn Road, then the first major right onto Maltravers Road, then right again onto St John's Street. Follow the road to the end of the car park and use the public footpath through the old churchyard to reach church.",Plain text.
pages,pages.contact,Heading,pages.contact.public_transport.heading,string,Public Transport,Plain text.
pages,pages.contact,Paragraphs 1,pages.contact.public_transport.paragraphs[0],string,We have good public transport links. Hyde Park tram stop is right next to the church.,Plain text.
pages,pages.contact,Title,pages.contact.title,string,How to Find Us,Plain text.
pages,pages.events,About title,pages.events.about_title,string,About This Event,Plain text.
pages,pages.events,Back link label,pages.events.back_link_label,string,← Back to What's On,Plain text.
pages,pages.events,Fallback description html,pages.events.fallback_description_html,html,<p>More details for this event will be added soon.</p>,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.events,Fallback location,pages.events.fallback_location,string,St John's Park Church,Plain text.
pages,pages.events,Image alt prefix,pages.events.image_alt_prefix,string,Event image,Plain text.
pages,pages.events,Images title,pages.events.images_title,string,Event Images,Plain text.
pages,pages.events,Date,pages.events.labels.date,string,Date,Plain text.
pages,pages.events,Location,pages.events.labels.location,string,Location,Plain text.
pages,pages.events,Time,pages.events.labels.time,string,Time,Plain text.
pages,pages.give,Heading,pages.give.bank_details.heading,string,Bank Details,Plain text.
pages,pages.give,Lines 1,pages.give.bank_details.lines[0],string,Account Name: ST JOHNS PARK P C C,Plain text.
pages,pages.give,Lines 2,pages.give.bank_details.lines[1],string,Sort Code: 20-76-89,Plain text.
pages,pages.give,Lines 3,pages.give.bank_details.lines[2],string,Account Number: 60362786,Plain text.
pages,pages.give,Contact html,pages.give.contact_html,html,"For more information, contact Catherine at <a class='underline decoration-[var(--eden)] underline-offset-4' href='mailto:StJohnsPark@outlook.com'>StJohnsPark@outlook.com</a>.",HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.give,Generosity paragraph,pages.give.generosity_paragraph,string,"Your generosity allows us to build and sustain our Sunday gatherings, midweek ministries, and serve our city. Thank you for giving to St John's.",Plain text.
pages,pages.give,Methods heading,pages.give.methods_heading,string,Here are the best ways for you to give:,Plain text.
pages,pages.give,Methods 1,pages.give.methods[0],string,Via the Online Parish Giving Scheme.,Plain text.
pages,pages.give,Methods 2,pages.give.methods[1],string,Bring your collection to church on Sunday.,Plain text.
pages,pages.give,Methods 3,pages.give.methods[2],string,Use the card machine at church.,Plain text.
pages,pages.give,Methods 4,pages.give.methods[3],string,Bank transfer (BACS).,Plain text.
pages,pages.give,Button label,pages.give.online_giving.button_label,string,Give Online (Parish Giving Scheme),Plain text.
pages,pages.give,Link,pages.give.online_giving.link,url,https://www.parishgiving.org.uk/donors/find-your-parish/park-st-john-the-evangelist-sheffield/,"Use full URL (https://...), mailto:, or tel:."
pages,pages.give,Title,pages.give.title,string,Give,Plain text.
pages,pages.home,Title,pages.home.coming_up.title,string,Coming Up,Plain text.
pages,pages.home,Badge,pages.home.hero.badge,string,Eden in Park,Plain text.
pages,pages.home,Alt,pages.home.hero.image.alt,string,St John's Park Community Gathering,Plain text.
pages,pages.home,Src,pages.home.hero.image.src,path,/images/community-park-gathering-2.jpg,Use site-relative path starting with /.
pages,pages.home,Href,pages.home.hero.primary_cta.href,path,/sundays,Use site-relative path starting with /.
pages,pages.home,Label,pages.home.hero.primary_cta.label,string,Visit Sunday,Plain text.
pages,pages.home,Href,pages.home.hero.secondary_cta.href,path,/contact,Use site-relative path starting with /.
pages,pages.home,Label,pages.home.hero.secondary_cta.label,string,Find Us,Plain text.
pages,pages.home,Subtitle,pages.home.hero.subtitle,html,"A community of Jesus-followers in Park, Sheffield. <br/>We belong to the family of God, <br/>love and serve our city, <br/>and give Jesus praise in everything we do.",HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.home,Title,pages.home.hero.title,string,WELCOME HOME,Plain text.
pages,pages.home,Mime type,pages.home.latest_message.audio.mime_type,string,audio/mpeg,Plain text.
pages,pages.home,Src,pages.home.latest_message.audio.src,path,/audio/latest-message.mp3,Use site-relative path starting with /.
pages,pages.home,Href,pages.home.latest_message.cta.href,path,/sermons,Use site-relative path starting with /.
pages,pages.home,Label,pages.home.latest_message.cta.label,string,Listen Now,Plain text.
pages,pages.home,Eyebrow,pages.home.latest_message.eyebrow,string,Latest Message,Plain text.
pages,pages.home,Color,pages.home.mission_grid[0].color,string,teal,Plain text.
pages,pages.home,Desc,pages.home.mission_grid[0].desc,string,"Find transformation, discipleship, and growth through midweek groups, Kids, and Youth communities.",Plain text.
pages,pages.home,Link href,pages.home.mission_grid[0].link_href,path,/belong,Use site-relative path starting with /.
pages,pages.home,Link text,pages.home.mission_grid[0].link_text,string,FIND OUT MORE,Plain text.
pages,pages.home,Title,pages.home.mission_grid[0].title,string,Belong,Plain text.
pages,pages.home,Color,pages.home.mission_grid[1].color,string,green,Plain text.
pages,pages.home,Desc,pages.home.mission_grid[1].desc,string,"Join one of our teams and help our church family thrive in worship, welcome, and community service.",Plain text.
pages,pages.home,Link href,pages.home.mission_grid[1].link_href,path,/serve,Use site-relative path starting with /.
pages,pages.home,Link text,pages.home.mission_grid[1].link_text,string,JOIN A TEAM,Plain text.
pages,pages.home,Title,pages.home.mission_grid[1].title,string,Serve,Plain text.
pages,pages.home,Color,pages.home.mission_grid[2].color,string,gold,Plain text.
pages,pages.home,Desc,pages.home.mission_grid[2].desc,string,"Your generosity helps sustain Sunday gatherings, midweek ministries, and practical support across our city.",Plain text.
pages,pages.home,Link href,pages.home.mission_grid[2].link_href,path,/give,Use site-relative path starting with /.
pages,pages.home,Link text,pages.home.mission_grid[2].link_text,string,SUPPORT THE VISION,Plain text.
pages,pages.home,Title,pages.home.mission_grid[2].title,string,Give,Plain text.
pages,pages.home,Heading,pages.home.mission.heading,string,Our Vision,Plain text.
pages,pages.home,Tag,pages.home.mission.tag,string,"// Belong, Serve, Give",Plain text.
pages,pages.im_new,Heading,pages.im_new.home_preview.heading,string,First Time Visiting?,Plain text.
pages,pages.im_new,Intro,pages.im_new.home_preview.intro,string,Here is what makes a Sunday morning at St John's Park easy to step into.,Plain text.
pages,pages.im_new,Heading,pages.im_new.sections[0].heading,string,When does church happen?,Plain text.
pages,pages.im_new,Paragraphs 1,pages.im_new.sections[0].paragraphs[0],string,"We gather to worship every Sunday morning at 10:45am. We also run activities during the week for children, local community support, and smaller groups.",Plain text.
pages,pages.im_new,Heading,pages.im_new.sections[1].heading,string,What happens in a church service?,Plain text.
pages,pages.im_new,Paragraphs 1,pages.im_new.sections[1].paragraphs[0],string,"The service is usually a little over an hour. We sing together, read the Bible, hear teaching that connects Scripture to everyday life, and spend time in prayer.",Plain text.
pages,pages.im_new,Paragraphs 2,pages.im_new.sections[1].paragraphs[1],string,"On the first Sunday of each month, we also share Communion together.",Plain text.
pages,pages.im_new,Heading,pages.im_new.sections[2].heading,string,What about children and young people?,Plain text.
pages,pages.im_new,Paragraphs 1,pages.im_new.sections[2].paragraphs[0],string,"Children are very welcome. Most Sundays there is a children’s activity or children’s club during the service, and we work to help families feel at home.",Plain text.
pages,pages.im_new,Paragraphs 2,pages.im_new.sections[2].paragraphs[1],html,"For more details, visit <a href='/park-kids' class='underline decoration-[var(--eden)] underline-offset-4'>Park Kids</a> and <a href='/park-youth' class='underline decoration-[var(--teal)] underline-offset-4'>Park Youth</a>.",HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.im_new,Title,pages.im_new.title,string,I'm New,Plain text.
pages,pages.life_events,Intro,pages.life_events.intro,string,"For information about baptisms, weddings, and funerals:",Plain text.
pages,pages.life_events,Href,pages.life_events.links[0].href,url,https://www.melksham.church/life-events,"Use full URL (https://...), mailto:, or tel:."
pages,pages.life_events,Label,pages.life_events.links[0].label,string,melksham.church/life-events,Plain text.
pages,pages.life_events,Href,pages.life_events.links[1].href,url,https://www.stjohnschap.co.uk/what-we-do/celebrating-new-birth/,"Use full URL (https://...), mailto:, or tel:."
pages,pages.life_events,Label,pages.life_events.links[1].label,string,stjohnschap.co.uk/what-we-do/celebrating-new-birth,Plain text.
pages,pages.life_events,Title,pages.life_events.title,string,Life Events,Plain text.
pages,pages.park_communities,Cta html,pages.park_communities.cta_html,html,Ready to join a community? <a href='/contact' class='underline decoration-[var(--eden)] underline-offset-4'>Contact us</a> and we will help find the right group.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.park_communities,Heading,pages.park_communities.midweek.heading,string,Midweek Communities,Plain text.
pages,pages.park_communities,Alt,pages.park_communities.midweek.images[0].alt,string,Community gathering in the park,Plain text.
pages,pages.park_communities,Src,pages.park_communities.midweek.images[0].src,path,/images/community-park-gathering-1.jpg,Use site-relative path starting with /.
pages,pages.park_communities,Alt,pages.park_communities.midweek.images[1].alt,string,Church and community gathering in the grounds,Plain text.
pages,pages.park_communities,Src,pages.park_communities.midweek.images[1].src,path,/images/community-park-gathering-2.jpg,Use site-relative path starting with /.
pages,pages.park_communities,Paragraphs 1,pages.park_communities.midweek.paragraphs[0],string,Park Communities are smaller groups that meet during the week to help us grow as disciples of Jesus in everyday life.,Plain text.
pages,pages.park_communities,Paragraphs 2,pages.park_communities.midweek.paragraphs[1],string,"Most groups meet weekly to read God's Word, pray, and encourage one another in faith.",Plain text.
pages,pages.park_communities,Heading,pages.park_communities.rhythm.heading,string,Our Rhythm,Plain text.
pages,pages.park_communities,Alt,pages.park_communities.rhythm.image.alt,string,Community singing together outside church at Christmas,Plain text.
pages,pages.park_communities,Src,pages.park_communities.rhythm.image.src,path,/images/carols-doorstep.jpg,Use site-relative path starting with /.
pages,pages.park_communities,Items 1,pages.park_communities.rhythm.items[0],html,<strong>Up:</strong> Seeking God in prayer and Scripture.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.park_communities,Items 2,pages.park_communities.rhythm.items[1],html,<strong>In:</strong> Supporting and encouraging one another.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.park_communities,Items 3,pages.park_communities.rhythm.items[2],html,<strong>Out:</strong> Serving our local community.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.park_communities,Title,pages.park_communities.title,string,Park Communities,Plain text.
pages,pages.park_kids,Cta html,pages.park_kids.cta_html,html,Questions before visiting? <a href='/contact' class='underline decoration-[var(--eden)] underline-offset-4'>Contact us</a>.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.park_kids,Heading,pages.park_kids.social_story.heading,string,Social Story for Visiting Church,Plain text.
pages,pages.park_kids,Alt,pages.park_kids.social_story.images[0].alt,string,Children and families at churchyard games,Plain text.
pages,pages.park_kids,Src,pages.park_kids.social_story.images[0].src,path,/images/kids-churchyard.jpg,Use site-relative path starting with /.
pages,pages.park_kids,Alt,pages.park_kids.social_story.images[1].alt,string,Children taking part in a Christingle service,Plain text.
pages,pages.park_kids,Src,pages.park_kids.social_story.images[1].src,path,/images/christingle.jpg,Use site-relative path starting with /.
pages,pages.park_kids,Intro,pages.park_kids.social_story.intro,string,Here is a step-by-step guide for what happens when visiting St John's Park Church on a Sunday.,Plain text.
pages,pages.park_kids,Step label prefix,pages.park_kids.social_story.step_label_prefix,string,Step,Plain text.
pages,pages.park_kids,Steps 1,pages.park_kids.social_story.steps[0],string,When I arrive at St John's Park Church I will see a big blue open door with a ramp for wheelchair access.,Plain text.
pages,pages.park_kids,Steps 2,pages.park_kids.social_story.steps[1],string,I will go inside two sets of doors and then there will be someone at the back of church to say hello to me.,Plain text.
pages,pages.park_kids,Steps 3,pages.park_kids.social_story.steps[2],string,There will be ear defenders and activity bags for me to use if I want to. I am allowed to borrow them without asking.,Plain text.
pages,pages.park_kids,Steps 4,pages.park_kids.social_story.steps[3],string,The toilets are in the side hallway. There is also an accessible toilet and I am allowed to use it even if I don't have a disability.,Plain text.
pages,pages.park_kids,Steps 5,pages.park_kids.social_story.steps[4],string,In church I can sit on any of the available seats. If I have a wheelchair I am welcome to sit wherever I feel most comfortable.,Plain text.
pages,pages.park_kids,Steps 6,pages.park_kids.social_story.steps[5],string,"When the service is ready to start, the person leading will say hello and tell us what is happening.",Plain text.
pages,pages.park_kids,Steps 7,pages.park_kids.social_story.steps[6],string,"During the service we will sing songs. I can stand up or sit down to sing. It is OK to move around, dance or wave a flag.",Plain text.
pages,pages.park_kids,Steps 8,pages.park_kids.social_story.steps[7],string,"After the Family Song, I will be invited to go into the side hall for kids activities. There is circle time, games, stories and a craft. It is OK to stay in the main service.",Plain text.
pages,pages.park_kids,Steps 9,pages.park_kids.social_story.steps[8],string,"After the service I can stay for a drink and a biscuit and talk to people. If I don't want to do this, that is OK and I can go home with my family when we are ready.",Plain text.
pages,pages.park_kids,Heading,pages.park_kids.sunday_groups.heading,string,Sunday Kids Groups,Plain text.
pages,pages.park_kids,Alt,pages.park_kids.sunday_groups.image.alt,string,Children playing in the church park,Plain text.
pages,pages.park_kids,Src,pages.park_kids.sunday_groups.image.src,path,/images/kids-frisbee.jpg,Use site-relative path starting with /.
pages,pages.park_kids,Paragraphs 1,pages.park_kids.sunday_groups.paragraphs[0],string,Our Park Kids groups are for children aged 1-11 and run during our Sunday gathering at 10:45am.,Plain text.
pages,pages.park_kids,Paragraphs 2,pages.park_kids.sunday_groups.paragraphs[1],string,"Children start in the service with the church family and then move into age-appropriate groups for Bible teaching, prayer, and activities.",Plain text.
pages,pages.park_kids,Title,pages.park_kids.title,string,Park Kids,Plain text.
pages,pages.park_youth,Heading,pages.park_youth.cornerstone.heading,string,Wednesday Night: Cornerstone,Plain text.
pages,pages.park_youth,Alt,pages.park_youth.cornerstone.image.alt,string,Park Youth gathered together in the garden,Plain text.
pages,pages.park_youth,Src,pages.park_youth.cornerstone.image.src,path,/images/park-youth-group.jpg,Use site-relative path starting with /.
pages,pages.park_youth,Paragraphs 1,pages.park_youth.cornerstone.paragraphs[0],string,"Cornerstone is our youth group for secondary school age, meeting every Wednesday at church from 6:00pm-7:00pm.",Plain text.
pages,pages.park_youth,Paragraphs 2,pages.park_youth.cornerstone.paragraphs[1],string,"We spend time together in Scripture, discussion, prayer, and friendship.",Plain text.
pages,pages.park_youth,Cta html,pages.park_youth.cta_html,html,"If you are a parent/carer or young person and would like more details, <a href='/contact' class='underline decoration-[var(--teal)] underline-offset-4'>get in touch</a>.",HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.park_youth,Heading,pages.park_youth.sunday_study.heading,string,Sunday: Faith Explorers,Plain text.
pages,pages.park_youth,Alt,pages.park_youth.sunday_study.images[0].alt,string,Young person leading from the front during a Sunday gathering,Plain text.
pages,pages.park_youth,Src,pages.park_youth.sunday_study.images[0].src,path,/images/youth-leading-worship.png,Use site-relative path starting with /.
pages,pages.park_youth,Alt,pages.park_youth.sunday_study.images[1].alt,string,Park Youth enjoying games in the park,Plain text.
pages,pages.park_youth,Src,pages.park_youth.sunday_study.images[1].src,path,/images/youth-games-1.jpg,Use site-relative path starting with /.
pages,pages.park_youth,Alt,pages.park_youth.sunday_study.images[2].alt,string,Park Youth taking part in outdoor activities,Plain text.
pages,pages.park_youth,Src,pages.park_youth.sunday_study.images[2].src,path,/images/youth-games-2.jpg,Use site-relative path starting with /.
pages,pages.park_youth,Paragraphs 1,pages.park_youth.sunday_study.paragraphs[0],string,We also run a youth Bible study during selected Sunday gatherings for Years 7-10.,Plain text.
pages,pages.park_youth,Paragraphs 2,pages.park_youth.sunday_study.paragraphs[1],string,"Our heart is to help young people know Jesus, grow in faith, and play a full part in church life.",Plain text.
pages,pages.park_youth,Title,pages.park_youth.title,string,Park Youth,Plain text.
pages,pages.safeguarding,Paragraphs 1,pages.safeguarding.paragraphs[0],string,St John's is committed to high standards in the safeguarding and care of children and vulnerable adults.,Plain text.
pages,pages.safeguarding,Paragraphs 2,pages.safeguarding.paragraphs[1],html,"To request our safeguarding policy, please <a href='/contact' class='underline decoration-[var(--eden)] underline-offset-4'>contact us</a>.",HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.safeguarding,Paragraphs 3,pages.safeguarding.paragraphs[2],html,"The Diocese of Sheffield's Safeguarding Adviser is Siân Checkley. Contact: 01709 309100 or 07741 013775, or email <a href='mailto:sian.checkley@sheffield.anglican.org' class='underline decoration-[var(--eden)] underline-offset-4'>sian.checkley@sheffield.anglican.org</a>.",HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.safeguarding,Paragraphs 4,pages.safeguarding.paragraphs[3],html,Diocese safeguarding information: <a href='https://www.sheffield.anglican.org/support/safeguarding' class='underline decoration-[var(--eden)] underline-offset-4'>sheffield.anglican.org/support/safeguarding</a>,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.safeguarding,Title,pages.safeguarding.title,string,Safeguarding,Plain text.
pages,pages.sermons,Audio coming soon,pages.sermons.audio_coming_soon,string,Audio coming soon.,Plain text.
pages,pages.sermons,Intro primary,pages.sermons.intro_primary,string,Catch up on our latest Sunday talks.,Plain text.
pages,pages.sermons,Intro secondary,pages.sermons.intro_secondary,string,"Hear the Bible read, explained, and applied to everyday life through talks from members of our church family.",Plain text.
pages,pages.sermons,Rss button label,pages.sermons.rss_button_label,string,Subscribe via RSS,Plain text.
pages,pages.sermons,Title,pages.sermons.title,string,Talks,Plain text.
pages,pages.serve,Intro,pages.serve.intro,string,"We are a church family, and we need different people to help our family thrive. If you are part of St John's, we encourage you to join and serve one of our teams.",Plain text.
pages,pages.serve,Outro html,pages.serve.outro_html,html,Interested in joining a team? Please <a href='/contact' class='underline decoration-[var(--eden)] underline-offset-4'>get in touch</a>.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.serve,Description,pages.serve.teams[0].description,string,"Our welcome and hospitality team create the family environment we love at St John's Park. They welcome people at the door, serve refreshments, and make sure everyone receives a warm welcome.",Plain text.
pages,pages.serve,Name,pages.serve.teams[0].name,string,Welcome and Hospitality,Plain text.
pages,pages.serve,Description,pages.serve.teams[1].description,string,"Our Kids team disciples the youngest generation in our church, from under-5s through primary-aged children.",Plain text.
pages,pages.serve,Name,pages.serve.teams[1].name,string,Kids,Plain text.
pages,pages.serve,Description,pages.serve.teams[2].description,string,"We disciple young people through Sunday Bible study and our midweek youth group Cornerstone, helping them meet and grow in relationship with Jesus.",Plain text.
pages,pages.serve,Name,pages.serve.teams[2].name,string,Youth,Plain text.
pages,pages.serve,Description,pages.serve.teams[3].description,string,Our worship team helps us encounter God's presence and give him praise.,Plain text.
pages,pages.serve,Name,pages.serve.teams[3].name,string,Worship,Plain text.
pages,pages.serve,Description,pages.serve.teams[4].description,string,"Our Foodbank team serves local people in crisis, providing food parcels and a listening, friendly ear.",Plain text.
pages,pages.serve,Name,pages.serve.teams[4].name,string,Foodbank,Plain text.
pages,pages.serve,Description,pages.serve.teams[5].description,string,"Our lunch club team helps serve lunch and build relationships in this richly diverse, lively community.",Plain text.
pages,pages.serve,Name,pages.serve.teams[5].name,string,Lunch Club,Plain text.
pages,pages.serve,Description,pages.serve.teams[6].description,string,Our cleaning team enables us to welcome people into the building during the week and gather together on Sundays.,Plain text.
pages,pages.serve,Name,pages.serve.teams[6].name,string,Cleaning,Plain text.
pages,pages.serve,Description,pages.serve.teams[7].description,string,Our car park team helps fit everyone in so we can gather together on a Sunday.,Plain text.
pages,pages.serve,Name,pages.serve.teams[7].name,string,Car Park,Plain text.
pages,pages.serve,Description,pages.serve.teams[8].description,string,"Our creative team uses photography, social media, and video to show what God is doing locally and help people connect with church family.",Plain text.
pages,pages.serve,Name,pages.serve.teams[8].name,string,Creative,Plain text.
pages,pages.serve,Description,pages.serve.teams[9].description,string,Our production team makes sure everyone can see and hear clearly during Sunday gatherings.,Plain text.
pages,pages.serve,Name,pages.serve.teams[9].name,string,Production Team,Plain text.
pages,pages.serve,Title,pages.serve.title,string,Serve,Plain text.
pages,pages.sundays,After service,pages.sundays.after_service,string,Please join us for refreshments afterwards to hang out as church family.,Plain text.
pages,pages.sundays,Description,pages.sundays.description,string,"Join us for our Sunday gathering every week at 10:45am. We gather to worship Jesus, hear the Bible read and explained, and to pray.",Plain text.
pages,pages.sundays,Alt,pages.sundays.image.alt,string,Worship team singing during a Sunday gathering,Plain text.
pages,pages.sundays,Src,pages.sundays.image.src,path,/images/worship-flags.jpg,Use site-relative path starting with /.
pages,pages.sundays,Kids blurb,pages.sundays.kids_blurb,string,We have Kids and Youth groups (0-14) that meet during our service.,Plain text.
pages,pages.sundays,Kids heading,pages.sundays.kids_heading,string,Bringing Kids?,Plain text.
pages,pages.sundays,Location,pages.sundays.location,string,"St John's Park, Bernard Street, Sheffield, S2 5PU",Plain text.
pages,pages.sundays,Location label,pages.sundays.location_label,string,Location,Plain text.
pages,pages.sundays,Service style,pages.sundays.service_style,string,"Our Sunday gathering is informal and interactive, with contemporary worship songs.",Plain text.
pages,pages.sundays,Talks link href,pages.sundays.talks_link_href,path,/sermons,Use site-relative path starting with /.
pages,pages.sundays,Talks link intro,pages.sundays.talks_link_intro,string,Catch up on talks from previous Sundays on our,Plain text.
pages,pages.sundays,Talks link label,pages.sundays.talks_link_label,string,Talks page,Plain text.
pages,pages.sundays,Time,pages.sundays.time,string,10:45 AM,Plain text.
pages,pages.sundays,Time label,pages.sundays.time_label,string,Time,Plain text.
pages,pages.sundays,Title line one,pages.sundays.title_line_one,string,SUNDAY,Plain text.
